,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSMUSG00000036499,1154.59361,-0.413446177,0.171834462,-2.40607252,0.016125063,0.156607666,Eea1
ENSMUSG00000038132,0.706337398,-3.687407987,1.532882486,-2.405538598,0.016148646,NA,Rbm24
ENSMUSG00000066684,6.817979063,2.267100396,0.942739656,2.404800076,0.016181315,NA,Pilrb1
ENSMUSG00000032575,1300.469274,0.43645381,0.181565534,2.40383624,0.016224039,0.157452381,Manf
ENSMUSG00000030663,671.704289,-0.246806107,0.102696169,-2.403264978,0.016249408,0.157582029,1110004F10Rik
ENSMUSG00000082171,228.9401177,0.529820319,0.220496957,2.402846393,0.016268019,0.157645997,Rpl27-ps2
ENSMUSG00000081434,1293.802811,0.30296107,0.126138761,2.40180787,0.016314274,0.157948718,Gm14165
ENSMUSG00000093507,6.111475744,3.719274702,1.548531901,2.401806963,0.016314315,NA,NA
ENSMUSG00000045414,772.322829,0.376566374,0.156808355,2.401443308,0.016330539,0.157948718,Dipk2a
ENSMUSG00000003955,457.5508194,0.47723218,0.19873619,2.401335057,0.016335372,0.157948718,Fam162a
ENSMUSG00000037169,224.7153669,0.478526872,0.199384384,2.400021821,0.016394095,0.158219073,Mycn
ENSMUSG00000004562,23.35051193,1.123136159,0.467991153,2.399908956,0.01639915,NA,Arhgef40
ENSMUSG00000022844,173.1978296,0.51479264,0.214513892,2.399810261,0.016403572,0.158219073,Pdia5
ENSMUSG00000099858,22.42831179,-0.965437602,0.402303443,-2.399774643,0.016405168,NA,Gm6652
ENSMUSG00000028879,854.4045105,-0.231065728,0.096286946,-2.399761724,0.016405747,0.158219073,Stx12
ENSMUSG00000040731,2202.057954,0.210649591,0.087784127,2.399631899,0.016411566,0.158219073,Eif4h
ENSMUSG00000090467,2353.587544,0.359485175,0.149870313,2.398641645,0.016456011,0.158531068,NA
ENSMUSG00000055639,107.7855401,-0.556675195,0.232174187,-2.39766187,0.016500089,0.158839079,Dach1
ENSMUSG00000024998,81.29407094,0.926200489,0.386435791,2.396777188,0.016539978,0.159063669,Plce1
ENSMUSG00000020581,1745.018093,0.510243518,0.212902463,2.396606924,0.016547665,0.159063669,Agr2
ENSMUSG00000085665,6.528080353,-1.376354196,0.574438035,-2.396001159,0.016575038,NA,NA
ENSMUSG00000029863,209.1167517,-0.323218968,0.134981983,-2.394534143,0.016641494,0.159848494,Casp2
ENSMUSG00000081750,20.26117309,1.050437709,0.438768702,2.394057971,0.016663115,NA,Gm4995
ENSMUSG00000020876,8.684917076,-0.958075978,0.40023686,-2.393772475,0.01667609,NA,Snx11
ENSMUSG00000030432,9273.116187,0.297720192,0.124466263,2.391975017,0.016757983,0.160753359,Rpl28
ENSMUSG00000112571,12.06723589,-0.962260366,0.402309939,-2.391838413,0.016764221,NA,NA
ENSMUSG00000036639,368.0688845,-0.274586938,0.114804438,-2.391779807,0.016766898,0.160753359,Nudt1
ENSMUSG00000050856,4986.023502,0.191501084,0.080070422,2.391658233,0.016772452,0.160753359,Atp5k
ENSMUSG00000047721,374.1670213,0.308518527,0.129062676,2.390455063,0.016827508,0.161163311,Bola2
ENSMUSG00000022857,7.286622964,2.348766287,0.982605658,2.390344761,0.016832563,NA,Tmprss15
ENSMUSG00000019843,274.1854723,-0.583776406,0.244283337,-2.389751233,0.016859788,0.161354692,Fyn
ENSMUSG00000055239,612.949575,-0.22208456,0.0929818,-2.388473432,0.016918532,0.161691846,Kcmf1
ENSMUSG00000102930,53.96569737,-0.621787096,0.260330924,-2.388448847,0.016919664,0.161691846,NA
ENSMUSG00000026360,300.3271625,-0.492473035,0.206250864,-2.387738049,0.01695242,0.161803868,Rgs2
ENSMUSG00000026255,9.498208222,-0.988405314,0.413956922,-2.387700898,0.016954134,NA,Efhd1
ENSMUSG00000066150,2944.255553,0.225718195,0.094535342,2.387659377,0.016956049,0.161803868,Slc31a1
ENSMUSG00000109420,6.349621155,-1.244909637,0.52150938,-2.387127988,0.016980579,NA,NA
ENSMUSG00000102185,6.672150371,-1.290228166,0.540561766,-2.386828384,0.016994422,NA,5033404E19Rik
ENSMUSG00000083170,2.541465148,3.917708844,1.641402208,2.386806125,0.016995451,NA,NA
ENSMUSG00000020738,1051.361018,0.289764221,0.121440635,2.386056534,0.017030133,0.162380925,Sumo2
ENSMUSG00000050721,20.13027561,1.397953431,0.585933165,2.385858174,0.017039321,NA,Plekho2
ENSMUSG00000052738,3131.474698,0.177814346,0.07452978,2.385816056,0.017041272,0.162380925,Suclg1
ENSMUSG00000019303,18.5200089,1.27544768,0.534662457,2.385519433,0.017055021,NA,Psmc3ip
ENSMUSG00000046959,16.42995173,-1.314695191,0.551346599,-2.384516732,0.01710157,NA,Slc26a1
ENSMUSG00000117515,655.7248378,-0.458996664,0.192524526,-2.384094503,0.017121205,0.163024188,Gm6883
ENSMUSG00000031089,235.3853468,2.892727511,1.213922116,2.382959725,0.017174073,0.163318874,Slc6a14
ENSMUSG00000081076,89.6042518,0.586895234,0.246294946,2.382895965,0.017177048,0.163318874,Rpsa-ps4
ENSMUSG00000029131,2556.820906,-0.179611344,0.075387646,-2.382503672,0.017195361,0.163374602,Dnajb6
ENSMUSG00000000690,17.39167061,-0.899564271,0.377936909,-2.380196935,0.017303388,NA,Hoxb6
ENSMUSG00000095150,51.80866605,0.721808242,0.303371976,2.379284509,0.017346282,0.164674816,Rps19-ps13
ENSMUSG00000042500,62.65430896,-0.772992603,0.324935818,-2.378908572,0.017363982,0.164674816,Ago4
ENSMUSG00000084803,28.74194857,-0.795894908,0.334580601,-2.378783785,0.017369861,0.164674816,5830444B04Rik
ENSMUSG00000047694,370.0792942,0.291632981,0.122634441,2.378067508,0.017403639,0.164875922,Yipf6
ENSMUSG00000006398,121.2633146,0.840060392,0.353318961,2.377626123,0.017424483,0.164924061,Cdc20
ENSMUSG00000085812,326.5593953,0.574040269,0.241454352,2.377427715,0.01743386,0.164924061,Gm15843
ENSMUSG00000093885,1888.454366,0.288669384,0.121443067,2.376993524,0.017454395,0.16499936,NA
ENSMUSG00000039552,9.610210265,-1.729263064,0.72772666,-2.376253555,0.01748944,NA,Rsph4a
ENSMUSG00000029867,47.06581405,0.664122849,0.279500271,2.376108072,0.017496338,0.165276778,Llcfc1
ENSMUSG00000079037,78.9106655,-0.52626715,0.221525999,-2.37564508,0.017518304,0.165365229,Prnp
ENSMUSG00000003644,1340.577611,0.178785468,0.075282389,2.374864429,0.017555397,0.165478774,Rps6ka1
ENSMUSG00000018974,297.291235,-0.308892455,0.130067589,-2.374861075,0.017555556,0.165478774,Sart3
ENSMUSG00000051890,26.18884916,-0.951465498,0.400706323,-2.374470889,0.017574122,0.165534856,Klhdc1
ENSMUSG00000002797,194.4387654,0.343904407,0.144853796,2.374148391,0.01758948,0.165560664,Ggct
ENSMUSG00000034390,1866.254817,-0.498624653,0.210070897,-2.373601771,0.017615538,0.165585674,Cmip
ENSMUSG00000022768,59.02272805,0.773320334,0.325805661,2.373563221,0.017617377,0.165585674,Ccdc116
ENSMUSG00000069170,8.064003896,1.833510182,0.77268932,2.372894427,0.017649308,NA,Adgrv1
ENSMUSG00000056999,860.3111549,0.42605456,0.179574235,2.372581786,0.017664252,0.165725279,Ide
ENSMUSG00000029449,44.8412252,-0.662446464,0.279234271,-2.372368054,0.017674475,0.165725279,Rhof
ENSMUSG00000021764,1358.593511,0.217264179,0.091590649,2.372121841,0.017686257,0.165725279,Ndufs4
ENSMUSG00000002076,85.25648119,0.848562654,0.357731252,2.372067433,0.017688862,0.165725279,Hsf2bp
ENSMUSG00000020709,152.5809467,-0.583336379,0.245933088,-2.371931258,0.017695383,0.165725279,Adap2
ENSMUSG00000018733,88.47581559,0.467941759,0.197326299,2.371411022,0.017720313,0.165840388,Pex12
ENSMUSG00000049606,586.8915275,-0.323280385,0.136402064,-2.370054943,0.017785442,0.16633128,Zfp644
ENSMUSG00000055485,9.405778027,-0.914104319,0.385696543,-2.370009108,0.017787647,NA,Soga1
ENSMUSG00000097845,7.023201468,-1.303334955,0.549947446,-2.369926371,0.017791628,NA,A230020J21Rik
ENSMUSG00000055053,1064.71482,-0.635410232,0.268131162,-2.369773913,0.017798965,0.166339192,Nfic
ENSMUSG00000036782,71.72205282,-0.934929369,0.394743003,-2.368450771,0.017862757,0.166517845,Klhl13
ENSMUSG00000021819,444.8200282,-0.354403396,0.149646437,-2.368271527,0.017871415,0.166517845,Zswim8
ENSMUSG00000095526,4732.646156,0.319758416,0.135018421,2.368257702,0.017872082,0.166517845,NA
ENSMUSG00000025137,1293.047305,0.203413887,0.085901029,2.36800293,0.017884394,0.166517845,Pcyt2
ENSMUSG00000074553,319.9233535,0.360279031,0.152149424,2.367928984,0.017887969,0.166517845,NA
ENSMUSG00000050071,204.6835841,-0.517916696,0.218733336,-2.367799554,0.017894228,0.166517845,Bex1
ENSMUSG00000039952,2448.548909,-0.209963127,0.088693164,-2.367297726,0.017918512,0.166625651,Dag1
ENSMUSG00000025402,2.873924858,-1.750772847,0.739647601,-2.367036472,0.017931166,NA,Nab2
ENSMUSG00000022763,87.69726006,0.476061417,0.201153341,2.366659257,0.01794945,0.166795136,Aifm3
ENSMUSG00000100863,522.9427717,0.401958093,0.169876582,2.366177179,0.017972841,0.166894299,Gm12669
ENSMUSG00000031285,0.831575062,-3.959455119,1.673562592,-2.365884095,0.017987075,NA,Dcx
ENSMUSG00000061104,1293.307874,0.190712371,0.080629474,2.365293495,0.018015787,0.166935999,Sap18b
ENSMUSG00000002771,69.3235932,0.57415363,0.242754428,2.365162338,0.018022169,0.166935999,Grin2d
ENSMUSG00000026857,96.74877877,0.398278763,0.168394421,2.365154143,0.018022568,0.166935999,Ntmt1
ENSMUSG00000021906,194.4654413,0.357073355,0.150990473,2.364873414,0.018036235,0.166935999,Oxnad1
ENSMUSG00000044927,44.20060178,-0.651292933,0.275458048,-2.364399728,0.018059315,0.166935999,H1f10
ENSMUSG00000109975,2.483738371,-1.923737318,0.813654778,-2.364316377,0.018063379,NA,Gm19196
ENSMUSG00000029330,1720.051211,0.296722812,0.125501303,2.36430065,0.018064146,0.166935999,Cds1
ENSMUSG00000056763,519.6110482,-0.351124006,0.148529479,-2.364002138,0.018078708,0.166935999,Cspp1
ENSMUSG00000020386,1822.489853,0.241378444,0.102110901,2.363885168,0.018084417,0.166935999,Sar1b
ENSMUSG00000095813,130.7286147,1.184099234,0.500944539,2.363733191,0.018091837,0.166935999,Defa-ps1
ENSMUSG00000064337,97138.42433,-0.764513858,0.323559224,-2.362825105,0.018136226,0.167058626,NA
ENSMUSG00000051502,69.3925205,0.537533009,0.227512951,2.362647957,0.018144897,0.167058626,Ufsp1
ENSMUSG00000004530,1391.945119,0.241604249,0.102264504,2.362542629,0.018150054,0.167058626,Coro1c
ENSMUSG00000083626,1198.064424,0.399488512,0.169102187,2.362408905,0.018156603,0.167058626,NA
ENSMUSG00000106451,45.29347143,-0.71355804,0.302078593,-2.362160234,0.018168787,0.167058626,NA
ENSMUSG00000046312,522.1603654,0.256109164,0.108449458,2.361553197,0.018198561,0.167215207,Myorg
ENSMUSG00000021720,9.6072335,-1.314613711,0.556690073,-2.361482224,0.018202045,NA,Rnf180
ENSMUSG00000005836,3531.587346,0.196722666,0.083329454,2.360781891,0.018236453,0.167433197,Gata6
ENSMUSG00000085099,1827.919065,0.425233633,0.180141681,2.360551048,0.018247807,0.167433197,NA
ENSMUSG00000083424,4707.300603,0.320115231,0.135634369,2.360133592,0.018268355,0.167446815,NA
ENSMUSG00000022371,15.986763,-0.858241655,0.363664346,-2.35998295,0.018275775,NA,Col14a1
ENSMUSG00000025024,701.0570276,-0.231719769,0.098199787,-2.359676911,0.018290857,0.167446815,Smndc1
ENSMUSG00000040054,975.2932631,-0.385118362,0.163232658,-2.359321764,0.018308373,0.167446815,Baz2a
ENSMUSG00000001270,1606.883869,0.852265141,0.361234257,2.359314277,0.018308743,0.167446815,Ckb
ENSMUSG00000067575,4732.65755,0.318654129,0.135067234,2.359225991,0.0183131,0.167446815,NA
ENSMUSG00000111368,6.472564225,-1.145484021,0.485565359,-2.35907278,0.018320662,NA,NA
ENSMUSG00000019971,174.4931363,-0.507772387,0.21527746,-2.358688117,0.018339662,0.167572913,Cep290
ENSMUSG00000083833,23.65672182,0.88506705,0.37523791,2.358682388,0.018339945,NA,NA
ENSMUSG00000075595,290.3856767,-0.242166265,0.102698399,-2.3580335,0.018372035,0.167705883,Zfp652
ENSMUSG00000026739,176.2579113,0.339761604,0.144096402,2.357877088,0.018379777,0.167705883,Bmi1
ENSMUSG00000029500,212.0868024,0.327497665,0.138910999,2.357607877,0.01839311,0.16771091,Pgam5
ENSMUSG00000017778,13278.47327,0.308424525,0.130853075,2.357029249,0.018421796,0.167855821,Cox7c
ENSMUSG00000018821,157.3744075,-0.541421696,0.229800788,-2.356048034,0.018470529,0.168120722,Avpi1
ENSMUSG00000060636,5900.941427,0.320280847,0.135951985,2.35583796,0.018480977,0.168120722,Rpl35a
ENSMUSG00000024052,773.5004496,-0.417853551,0.177382221,-2.355667601,0.018489454,0.168120722,Lpin2
ENSMUSG00000007610,93.1648279,0.422950848,0.179565459,2.355413172,0.01850212,0.168120722,Gtpbp3
ENSMUSG00000090031,33.5268502,-0.694685793,0.295067088,-2.354331685,0.018556045,0.168494027,NA
ENSMUSG00000020286,2.355946489,3.821224202,1.623769557,2.353304498,0.01860739,NA,1700093K21Rik
ENSMUSG00000087260,737.7081766,0.262491881,0.111552563,2.35307799,0.018618729,0.168946291,Lamtor5
ENSMUSG00000034361,10.68351182,1.50097207,0.637949052,2.352808683,0.018632218,NA,Cpne2
ENSMUSG00000115119,31.77383457,0.868729366,0.369375473,2.351886983,0.018678449,0.16917925,Gm17756
ENSMUSG00000061482,71.65734437,-0.506327566,0.215292276,-2.351814818,0.018682073,0.16917925,H4c4
ENSMUSG00000074277,315.8247459,-0.576406434,0.245095573,-2.351761912,0.01868473,0.16917925,Phldb3
ENSMUSG00000112605,4698.671029,0.355145478,0.151036569,2.351387348,0.018703552,0.16917925,Gm7476
ENSMUSG00000026088,574.7270072,-0.312021308,0.132702656,-2.351281567,0.018708871,0.16917925,Mitd1
ENSMUSG00000054763,2.978112795,4.13016823,1.75715551,2.350485319,0.018748947,NA,Defb42
ENSMUSG00000041540,9.956763771,-1.00636786,0.428275529,-2.349814059,0.018782791,NA,Sox5
ENSMUSG00000020303,15.17765112,-0.888435218,0.378090699,-2.349793896,0.018783809,NA,Stc2
ENSMUSG00000097494,19.86272497,-0.815662929,0.347127518,-2.349750123,0.018786018,NA,4933406C10Rik
ENSMUSG00000034429,192.7965405,0.322826086,0.137416095,2.349259643,0.018810785,0.169983681,Zfp707
ENSMUSG00000060904,1043.083848,0.446565426,0.190154497,2.348434738,0.018852503,0.170176748,Arl1
ENSMUSG00000038291,160.5732645,0.388955347,0.1656352,2.348265026,0.018861096,0.170176748,Snx25
ENSMUSG00000103927,2.552343415,3.885834402,1.654939974,2.348021356,0.018873439,NA,NA
ENSMUSG00000047963,8.016340768,-1.461234408,0.622328123,-2.348012814,0.018873872,NA,Stbd1
ENSMUSG00000026361,443.4074908,-0.244816486,0.104289016,-2.347481017,0.018900836,0.170176748,Cdc73
ENSMUSG00000027170,456.8984081,0.327597925,0.13955537,2.347440484,0.018902893,0.170176748,Eif3m
ENSMUSG00000025480,4.297319088,-1.552490208,0.661394693,-2.34729765,0.018910141,NA,Syce1
ENSMUSG00000086657,44.51862361,0.611452294,0.260500993,2.347216752,0.018914248,0.170176748,Stamos
ENSMUSG00000027684,370.8164948,-0.297174408,0.126610156,-2.347160907,0.018917083,0.170176748,Mecom
ENSMUSG00000026743,959.8138841,-0.323853642,0.137983532,-2.347045605,0.018922938,0.170176748,Mllt10
ENSMUSG00000117345,2286.054118,0.39807384,0.16965198,2.346414344,0.018955022,0.170272922,NA
ENSMUSG00000017677,408.3208693,-0.250943754,0.106951848,-2.346324616,0.018959587,0.170272922,Wsb1
ENSMUSG00002076456,2.584447365,-1.985867898,0.846393934,-2.346269058,0.018962413,NA,NA
ENSMUSG00000082185,1.631325289,-2.35272685,1.003050764,-2.345571065,0.018997957,NA,NA
ENSMUSG00000031762,2859.239831,0.626129384,0.266972034,2.345299522,0.0190118,0.170625051,Mt2
ENSMUSG00000048992,306.6186591,1.634163588,0.696991017,2.344597774,0.019047616,0.170729632,Prss32
ENSMUSG00000088689,264.2675138,-0.591695822,0.252393847,-2.344335366,0.019061024,0.170729632,NA
ENSMUSG00000063245,801.453596,0.261535147,0.11156183,2.344306707,0.019062488,0.170729632,NA
ENSMUSG00000047036,880.189666,-0.187750428,0.080100838,-2.343925906,0.019081962,0.170787463,Zfp445
ENSMUSG00000114688,5.114704458,-1.516725943,0.64724653,-2.343351215,0.019111383,NA,NA
ENSMUSG00000099583,65.62356283,-0.49701296,0.212114984,-2.343129895,0.019122724,0.170977318,H3c4
ENSMUSG00000060985,27.45209641,-0.791030998,0.337614182,-2.343002872,0.019129236,0.170977318,Tdrd5
ENSMUSG00000105861,1.620613716,-2.287767823,0.976482861,-2.342865314,0.01913629,NA,NA
ENSMUSG00000048000,722.1515004,-0.378695382,0.161662472,-2.342506444,0.019154703,0.170980904,Gigyf2
ENSMUSG00000085169,6.871496229,-1.251226509,0.534157481,-2.342430001,0.019158627,NA,Gm10785
ENSMUSG00000050621,8337.05157,0.224968201,0.096045496,2.342308692,0.019164856,0.170980904,Rps27rt
ENSMUSG00000062353,3581.080812,0.28401734,0.121259204,2.342233265,0.01916873,0.170980904,Gm15772
ENSMUSG00000016942,31.68921116,0.85868823,0.366747632,2.341359981,0.019213631,0.171264985,Tmprss6
ENSMUSG00000025817,272.1099697,0.327805161,0.140044085,2.340728352,0.019246165,0.171383183,Nudt5
ENSMUSG00000041135,18.81533261,-0.822938517,0.351589833,-2.340620915,0.019251703,NA,Ripk2
ENSMUSG00000070661,674.3056275,0.24436073,0.104401095,2.340595474,0.019253015,0.171383183,Rnf186
ENSMUSG00000025145,164.0543934,0.391500431,0.167333582,2.339640533,0.019302308,0.171705481,Lrrc45
ENSMUSG00000084403,133.3720277,0.585310141,0.250223901,2.33914562,0.019327898,0.171771506,Rps15a-ps8
ENSMUSG00000027351,144.7512093,-0.375563125,0.160597749,-2.338532928,0.01935962,0.171771506,Spred1
ENSMUSG00000020097,3813.083166,0.222894387,0.095315259,2.338496368,0.019361514,0.171771506,Sgpl1
ENSMUSG00000021326,393.1183789,0.340615655,0.14565654,2.338485139,0.019362096,0.171771506,Trim27
ENSMUSG00000081355,5.073839567,-1.63064156,0.69735568,-2.338321183,0.019370593,NA,Gm15264
ENSMUSG00000023930,6.166805738,2.751118077,1.176645994,2.338101767,0.01938197,NA,Crisp2
ENSMUSG00000112311,7.0695248,1.960048275,0.83842295,2.337779845,0.019398672,NA,NA
ENSMUSG00000106443,56.62516515,-0.777149572,0.332650946,-2.336231362,0.019479187,0.172693518,NA
ENSMUSG00000071893,2.588762803,3.939131763,1.686348953,2.335893622,0.019496786,NA,Vmn1r4
ENSMUSG00000020261,1153.472236,0.384170428,0.164465463,2.335872967,0.019497863,0.172718496,Slc36a1
ENSMUSG00000112909,384.6795808,0.38035914,0.162847824,2.335672228,0.019508331,0.172718496,NA
ENSMUSG00000030718,434.5663691,0.311113937,0.133248198,2.334845361,0.019551501,0.172821701,Ppme1
ENSMUSG00000002963,224.8014827,0.269772216,0.115544838,2.334783798,0.019554718,0.172821701,Pnkp
ENSMUSG00000012429,310.739644,-0.226396614,0.096975543,-2.334574339,0.019565668,0.172821701,Mplkip
ENSMUSG00000025035,121.4756038,-0.397178487,0.170138628,-2.334440401,0.019572673,0.172821701,Arl3
ENSMUSG00000032246,3970.712675,0.183397973,0.078582906,2.333815106,0.019605405,0.172857074,Calml4
ENSMUSG00000000278,3022.780676,-0.323353076,0.138553024,-2.333785771,0.019606942,0.172857074,Scpep1
ENSMUSG00000022781,1499.602905,-0.283930436,0.121670095,-2.33360906,0.019616202,0.172857074,Pak2
ENSMUSG00000042873,5.874529481,-1.151127807,0.493312178,-2.333467242,0.019623636,NA,Lhfpl4
ENSMUSG00000117972,7.401345383,-1.18249081,0.506756848,-2.333448113,0.019624639,NA,Gm6813
ENSMUSG00000081214,4922.734117,0.306474156,0.131413179,2.332141719,0.019693237,0.173138979,NA
ENSMUSG00000031023,173.0390089,0.312115262,0.133844373,2.331926668,0.019704549,0.173138979,Akip1
ENSMUSG00000050029,473.0199686,-0.248253839,0.106459877,-2.331900498,0.019705926,0.173138979,Rap2c
ENSMUSG00000073411,8486.462108,0.335258928,0.14377101,2.331895207,0.019706205,0.173138979,H2-D1
ENSMUSG00000039801,50.99520778,-0.652167863,0.27970775,-2.331604551,0.019721504,0.173138979,Cplane1
ENSMUSG00000028012,2.9383117,-1.604619155,0.68822582,-2.331530014,0.019725429,NA,Rrh
ENSMUSG00000082072,73.70557941,-0.788306074,0.338200171,-2.330886087,0.019759367,0.173138979,NA
ENSMUSG00000022797,992.495603,0.576253777,0.247237156,2.330773357,0.019765314,0.173138979,Tfrc
ENSMUSG00000026227,92.15711835,0.753129044,0.323129956,2.330731119,0.019767542,0.173138979,2810459M11Rik
ENSMUSG00000030102,263.8089242,0.471210354,0.202190447,2.330527294,0.019778299,0.173138979,Itpr1
ENSMUSG00000039878,832.9203818,0.255715759,0.109726071,2.33049226,0.019780149,0.173138979,Slc39a5
ENSMUSG00000071793,350.679958,-0.414481258,0.17791469,-2.329662933,0.019823973,0.17337887,2610005L07Rik
ENSMUSG00000030615,496.0961724,0.261215661,0.112135053,2.329473742,0.019833982,0.17337887,Tmem126a
ENSMUSG00000035314,270.9202119,0.388147175,0.166669314,2.328846056,0.019867223,0.173486521,Gdpd5
ENSMUSG00000018750,173.0151069,-0.615383756,0.264255884,-2.328741927,0.019872742,0.173486521,Zbtb4
ENSMUSG00000112621,7.016880306,1.96381514,0.843500158,2.328174005,0.019902866,NA,NA
ENSMUSG00000031778,2335.788413,0.283459775,0.121754556,2.328124577,0.01990549,0.173656868,Cx3cl1
ENSMUSG00000029260,1162.223238,-0.540230425,0.232245188,-2.326121071,0.020012093,0.174365205,Ugt2b34
ENSMUSG00000040385,300.9311685,0.447643156,0.192481033,2.325648139,0.020037329,0.174365205,Ppp1ca
